"Crop","Crop_Year","Season","State","Area","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Rice",2000,"Summer","Odisha",206730,1066,20294684.1,53749.8,1.685333333
"Rice",2000,"Winter","Odisha",3372220,1066,331050837.4,876777.2,1.020666667
"Wheat",2000,"Rabi","Odisha",8819,1066,865761.23,2292.94,1.201538462
"Rice",2000,"Kharif","Punjab",2611000,405.3,256321870,678860,3.501764706
"Wheat",2000,"Rabi","Punjab",3408000,405.3,334563360,886080,4.503529412
"Ginger",2000,"Kharif","Tamil Nadu",95,971.1,9326.15,24.7,26.405
"Potato",2000,"Whole Year","Tamil Nadu",2723,971.1,267316.91,707.98,18.08
"Rice",2000,"Kharif","Tamil Nadu",2113344,971.1,207466980.5,549469.44,3.611785714
"Potato",2000,"Whole Year","Uttar Pradesh",394083,874.4,38687128.11,102461.58,19.7573913
"Rice",2000,"Kharif","Uttar Pradesh",5904128,874.4,579608245.8,1535073.28,1.894782609
"Rice",2000,"Summer","Uttar Pradesh",3023,874.4,296767.91,785.98,2.083181818
"Wheat",2000,"Rabi","Uttar Pradesh",9239311,874.4,907023160.9,2402220.86,2.68057971
"Potato",2000,"Kharif","Uttarakhand",6286,1413.4,617096.62,1634.36,21.66555556
"Potato",2000,"Rabi","Uttarakhand",6473,1413.4,635454.41,1682.98,21.60538462
"Rice",2000,"Kharif","Uttarakhand",285545,1413.4,28031952.65,74241.7,1.649230769
"Rice",2000,"Rabi","Uttarakhand",3062,1413.4,300596.54,796.12,3.125
"Wheat",2000,"Rabi","Uttarakhand",377340,1413.4,37043467.8,98108.4,1.550769231
"Ginger",2001,"Kharif","Bihar",293,1247,29924.09,76.18,1.32
"Potato",2001,"Whole Year","Bihar",140783,1247,14378167.79,36603.58,10.54486486
"Rice",2001,"Autumn","Bihar",2844474,1247,290506129.6,739563.24,1.409189189
"Rice",2001,"Kharif","Bihar",126106,1247,12879205.78,32787.56,1.792903226
"Rice",2001,"Summer","Bihar",593959,1247,60661032.67,154429.34,1.098275862
"Wheat",2001,"Rabi","Bihar",2181543,1247,222800986.6,567201.18,1.977567568
"Ginger",2001,"Whole Year","Chhattisgarh",1797,1550,183527.61,467.22,1.035384615
"Potato",2001,"Whole Year","Chhattisgarh",9315,1550,951340.95,2421.9,6.849375
"Rice",2001,"Kharif","Chhattisgarh",3810112,1550,389126738.6,990629.12,1.34375
"Wheat",2001,"Rabi","Chhattisgarh",97861,1550,9994543.93,25443.86,1.195
"Potato",2001,"Whole Year","Gujarat",32300,666.5,3298799,8398,22.995
"Rice",2001,"Kharif","Gujarat",664000,666.5,67814320,172640,1.533571429
"Rice",2001,"Summer","Gujarat",3800,666.5,388094,988,2.935
"Wheat",2001,"Rabi","Gujarat",470100,666.5,48011313,122226,2.474736842
"Potato",2001,"Whole Year","Haryana",9616,483.8,982082.08,2500.16,19.08055556
"Rice",2001,"Kharif","Haryana",1027505,483.8,104939085.6,267151.3,2.645555556
"Wheat",2001,"Rabi","Haryana",2299876,483.8,234886335.9,597967.76,3.979473684
"Ginger",2001,"Kharif","Himachal Pradesh",2609,918.1,266457.17,678.34,10.94888889
"Potato",2001,"Whole Year","Himachal Pradesh",8480,918.1,866062.4,2204.8,8.677272727
"Rice",2001,"Kharif","Himachal Pradesh",80579,918.1,8229533.27,20950.54,1.654545455
"Wheat",2001,"Rabi","Himachal Pradesh",366518,918.1,37432483.34,95294.68,1.72
"Ginger",2001,"Kharif","Madhya Pradesh",4950,955,505543.5,1287,1.149487179
"Potato",2001,"Whole Year","Madhya Pradesh",38387,955,3920464.31,9980.62,13.38955556
"Rice",2001,"Kharif","Madhya Pradesh",1766150,955,180376899.5,459199,0.849333333
"Wheat",2001,"Rabi","Madhya Pradesh",3691707,955,377034035.9,959843.82,1.654888889
"Rice",2001,"Kharif","Maharashtra",1487200,1035.8,151887736,386672,1.261875
"Rice",2001,"Summer","Maharashtra",26800,1035.8,2737084,6968,2.192
"Wheat",2001,"Rabi","Maharashtra",776000,1035.8,79252880,201760,1.313793103
"Potato",2001,"Whole Year","Mizoram",376,2406.4,38400.88,97.76,4.8975
"Rice",2001,"Kharif","Mizoram",55880,2406.4,5707024.4,14528.8,1.825
"Potato",2001,"Whole Year","Nagaland",3550,1532,362561.5,923,12.14875
"Rice",2001,"Kharif","Nagaland",155000,1532,15830150,40300,1.485
"Rice",2001,"Rabi","Nagaland",1500,1532,153195,390,1.76
"Wheat",2001,"Rabi","Nagaland",6000,1532,612780,1560,2.04
"Ginger",2001,"Kharif","Odisha",13040,1672.5,1331775.2,3390.4,1.808666667
"Potato",2001,"Whole Year","Odisha",7580,1672.5,774145.4,1970.8,9.565714286
"Rice",2001,"Kharif","Odisha",4500000,1672.5,459585000,1170000,1.583666667
"Wheat",2001,"Rabi","Odisha",6976,1672.5,712458.88,1813.76,1.1288
"Rice",2001,"Kharif","Punjab",2487000,479.3,253997310,646620,3.517058824
"Wheat",2001,"Rabi","Punjab",3420000,479.3,349284600,889200,4.487058824
"Rice",2001,"Kharif","Tamil Nadu",2059878,481.3,210375340.1,535568.28,3.532857143
"Potato",2001,"Whole Year","Uttar Pradesh",388552,849.9,39682815.76,101023.52,23.1684058
"Rice",2001,"Kharif","Uttar Pradesh",6068496,849.9,619775496.5,1577808.96,2.016086957
"Rice",2001,"Summer","Uttar Pradesh",2829,849.9,288925.77,735.54,2.097777778
"Wheat",2001,"Rabi","Uttar Pradesh",9255937,849.9,945308845.8,2406543.62,2.729565217
"Potato",2001,"Kharif","Uttarakhand",7761,1541.3,792630.93,2017.86,19.90111111
"Potato",2001,"Rabi","Uttarakhand",5739,1541.3,586124.07,1492.14,20.00692308
"Rice",2001,"Kharif","Uttarakhand",280816,1541.3,28679738.08,73012.16,1.608461538
"Rice",2001,"Rabi","Uttarakhand",3761,1541.3,384110.93,977.86,2.2625
"Wheat",2001,"Rabi","Uttarakhand",375967,1541.3,38397509.71,97751.42,1.616153846
"Ginger",2002,"Whole Year","Bihar",394,1105.8,37299.98,98.5,1.380666667
"Potato",2002,"Whole Year","Bihar",147819,1105.8,13994024.73,36954.75,10.27135135
"Rice",2002,"Autumn","Bihar",583274,1105.8,55218549.58,145818.5,1.060714286
"Rice",2002,"Summer","Bihar",120354,1105.8,11393913.18,30088.5,1.625517241
"Rice",2002,"Winter","Bihar",2881073,1105.8,272751180.9,720268.25,1.345945946
"Wheat",2002,"Rabi","Bihar",2130933,1105.8,201735427.1,532733.25,1.844054054
"Ginger",2002,"Whole Year","Chhattisgarh",1382,1001.4,130833.94,345.5,1.057333333
"Potato",2002,"Whole Year","Chhattisgarh",9564,1001.4,905423.88,2391,6.6325
"Rice",2002,"Kharif","Chhattisgarh",3777661,1001.4,357631166.9,944415.25,0.710625
"Wheat",2002,"Rabi","Chhattisgarh",93846,1001.4,8884400.82,23461.5,1.185
"Potato",2002,"Whole Year","Gujarat",35800,458.4,3389186,8950,20.24333333
"Rice",2002,"Kharif","Gujarat",469000,458.4,44400230,117250,1.209230769
"Rice",2002,"Summer","Gujarat",11800,458.4,1117106,2950,4.53
"Wheat",2002,"Rabi","Gujarat",435600,458.4,41238252,108900,2.185789474
"Potato",2002,"Whole Year","Haryana",10328,353.9,977751.76,2582,33.775
"Rice",2002,"Kharif","Haryana",905651,353.9,85737980.17,226412.75,2.495
"Wheat",2002,"Rabi","Haryana",2267140,353.9,214630143.8,566785,3.947894737
"Ginger",2002,"Kharif","Himachal Pradesh",2455,890.8,232414.85,613.75,6.73
"Potato",2002,"Whole Year","Himachal Pradesh",13941,890.8,1319794.47,3485.25,10.06
"Rice",2002,"Kharif","Himachal Pradesh",83273,890.8,7883454.91,20818.25,1.133636364
"Wheat",2002,"Rabi","Himachal Pradesh",359439,890.8,34028090.13,89859.75,1.389166667
"Ginger",2002,"Kharif","Karnataka",10940,860.8,1035689.8,2735,12.796
"Potato",2002,"Whole Year","Karnataka",50645,860.8,4794562.15,12661.25,5.757142857
"Rice",2002,"Kharif","Karnataka",1030464,860.8,97554026.88,257616,2.035185185
"Rice",2002,"Rabi","Karnataka",50456,860.8,4776669.52,12614,2.000666667
"Rice",2002,"Summer","Karnataka",73863,860.8,6992610.21,18465.75,2.378
"Wheat",2002,"Rabi","Karnataka",246855,860.8,23369762.85,61713.75,0.572142857
"Ginger",2002,"Kharif","Madhya Pradesh",5187,800.8,491053.29,1296.75,0.931842105
"Potato",2002,"Whole Year","Madhya Pradesh",40871,800.8,3869257.57,10217.75,11.89644444
"Rice",2002,"Kharif","Madhya Pradesh",1671107,800.8,158203699.7,417776.75,0.608
"Wheat",2002,"Rabi","Madhya Pradesh",3369481,800.8,318988766.3,842370.25,1.500666667
"Rice",2002,"Kharif","Maharashtra",1496800,967.4,141702056,374200,0.8903125
"Rice",2002,"Summer","Maharashtra",26500,967.4,2508755,6625,2.288
"Wheat",2002,"Rabi","Maharashtra",759800,967.4,71930266,189950,1.234333333
"Ginger",2002,"Kharif","Meghalaya",8896,4355.3,842184.32,2224,6.488571429
"Potato",2002,"Whole Year","Meghalaya",18071,4355.3,1710781.57,4517.75,7.74
"Rice",2002,"Kharif","Meghalaya",107742,4355.3,10199935.14,26935.5,1.767142857
"Wheat",2002,"Rabi","Meghalaya",2714,4355.3,256934.38,678.5,1.455
"Potato",2002,"Whole Year","Mizoram",369,2627,34933.23,92.25,1.976666667
"Rice",2002,"Kharif","Mizoram",57067,2627,5402532.89,14266.75,1.89
"Potato",2002,"Whole Year","Nagaland",5450,1536.6,515951.5,1362.5,11.25375
"Rice",2002,"Kharif","Nagaland",150000,1536.6,14200500,37500,1.46375
"Wheat",2002,"Rabi","Nagaland",7650,1536.6,724225.5,1912.5,2.0775
"Ginger",2002,"Kharif","Odisha",15340,1102.8,1452237.8,3835,1.828
"Potato",2002,"Whole Year","Odisha",7076,1102.8,669884.92,1769,8.908214286
"Rice",2002,"Kharif","Odisha",4273000,1102.8,404524910,1068250,0.753333333
"Wheat",2002,"Rabi","Odisha",4627,1102.8,438038.09,1156.75,1.133636364
"Rice",2002,"Kharif","Punjab",2530000,301.8,239515100,632500,3.438823529
"Wheat",2002,"Rabi","Punjab",3375000,301.8,319511250,843750,4.13
"Potato",2002,"Kharif","Uttarakhand",7741,1610.3,732840.47,1935.25,20.172
"Potato",2002,"Rabi","Uttarakhand",6803,1610.3,644040.01,1700.75,19.99538462
"Rice",2002,"Kharif","Uttarakhand",271219,1610.3,25676302.73,67804.75,1.461538462
"Rice",2002,"Rabi","Uttarakhand",4090,1610.3,387200.3,1022.5,2.8
"Wheat",2002,"Rabi","Uttarakhand",374802,1610.3,35482505.34,93700.5,1.650769231
"Potato",2002,"Rabi","Jharkhand",12269.37,1041.2,1161541.258,3067.3425,7.418
"Potato",2002,"Winter","Jharkhand",10525.78,1041.2,996475.5926,2631.445,6.716666667
"Rice",2002,"Autumn","Jharkhand",136359.61,1041.2,12909164.28,34089.9025,1.516666667
"Rice",2002,"Winter","Jharkhand",922658.68,1041.2,87348097.24,230664.67,1.062222222
"Wheat",2002,"Rabi","Jharkhand",57203.69,1041.2,5415473.332,14300.9225,1.42125
"Ginger",2003,"Kharif","Bihar",350,1353.9,34643,84,1.493333333
"Potato",2003,"Whole Year","Bihar",142013,1353.9,14056446.74,34083.12,9.989210526
"Rice",2003,"Autumn","Bihar",553904,1353.9,54825417.92,132936.96,1.141666667
"Rice",2003,"Kharif","Bihar",190236,1353.9,18829559.28,45656.64,1.42
"Rice",2003,"Summer","Bihar",116885,1353.9,11569277.3,28052.4,1.324642857
"Rice",2003,"Winter","Bihar",2907199,1353.9,287754557,697727.76,1.456315789
"Wheat",2003,"Rabi","Bihar",2076839,1353.9,205565524.2,498441.36,1.747105263
"Ginger",2003,"Whole Year","Chhattisgarh",1291,1643.7,127783.18,309.84,1.204666667
"Potato",2003,"Whole Year","Chhattisgarh",10228,1643.7,1012367.44,2454.72,5.158125
"Rice",2003,"Kharif","Chhattisgarh",3828992,1643.7,378993628.2,918958.08,1.4375
"Wheat",2003,"Rabi","Chhattisgarh",106109,1643.7,10502668.82,25466.16,1.20875
"Potato",2003,"Whole Year","Delhi",62,962.3,6136.76,14.88,4.94
"Rice",2003,"Kharif","Delhi",6549,962.3,648220.02,1571.76,2.73
"Wheat",2003,"Rabi","Delhi",18973,962.3,1877947.54,4553.52,4.37
"Potato",2003,"Whole Year","Gujarat",31000,902.5,3068380,7440,22.146
"Rice",2003,"Kharif","Gujarat",651400,902.5,64475572,156336,1.7125
"Rice",2003,"Summer","Gujarat",23900,902.5,2365622,5736,3.565714286
"Wheat",2003,"Rabi","Gujarat",759500,902.5,75175310,182280,2.68875
"Potato",2003,"Whole Year","Haryana",10521,592.3,1041368.58,2525.04,22.60571429
"Rice",2003,"Kharif","Haryana",1015191,592.3,100483605.2,243645.84,2.733333333
"Wheat",2003,"Rabi","Haryana",2315496,592.3,229187794.1,555719.04,3.825789474
"Potato",2003,"Rabi","Jharkhand",9350.04,1258.3,925466.9592,2244.0096,6.98625
"Potato",2003,"Winter","Jharkhand",13174.37,1258.3,1303999.143,3161.8488,8.628333333
"Rice",2003,"Autumn","Jharkhand",614160.1,1258.3,60789566.7,147398.424,0.74
"Rice",2003,"Winter","Jharkhand",1437560.59,1258.3,142289747.2,345014.5416,0.998636364
"Wheat",2003,"Rabi","Jharkhand",60269.7,1258.3,5965494.906,14464.728,1.360909091
"Ginger",2003,"Kharif","Madhya Pradesh",5067,1163,501531.66,1216.08,1.12975
"Potato",2003,"Whole Year","Madhya Pradesh",46546,1163,4607123.08,11171.04,13.33404255
"Rice",2003,"Kharif","Madhya Pradesh",1708583,1163,169115545.3,410059.92,0.997916667
"Wheat",2003,"Rabi","Madhya Pradesh",4078974,1163,403736846.5,978953.76,1.797916667
"Rice",2003,"Kharif","Maharashtra",1500400,1037.4,148509592,360096,1.232258065
"Rice",2003,"Summer","Maharashtra",29500,1037.4,2919910,7080,2.217
"Wheat",2003,"Rabi","Maharashtra",664700,1037.4,65792006,159528,1.171666667
"Ginger",2003,"Kharif","Manipur",1450,687.7,143521,348,1.63
"Rice",2003,"Kharif","Manipur",157830,687.7,15622013.4,37879.2,2.305555556
"Potato",2003,"Whole Year","Mizoram",363,2499.5,35929.74,87.12,3.301666667
"Rice",2003,"Kharif","Mizoram",59196,2499.5,5859220.08,14207.04,1.925
"Potato",2003,"Whole Year","Nagaland",5110,1709.8,505787.8,1226.4,8.2975
"Rice",2003,"Kharif","Nagaland",155000,1709.8,15341900,37200,1.36
"Rice",2003,"Rabi","Nagaland",1000,1709.8,98980,240,1.945
"Wheat",2003,"Rabi","Nagaland",10000,1709.8,989800,2400,1.86625
"Ginger",2003,"Kharif","Odisha",15480,1648.2,1532210.4,3715.2,1.810333333
"Potato",2003,"Whole Year","Odisha",7303,1648.2,722850.94,1752.72,9.688965517
"Rice",2003,"Kharif","Odisha",4501000,1648.2,445508980,1080240,1.516333333
"Wheat",2003,"Rabi","Odisha",5129,1648.2,507668.42,1230.96,1.377407407
"Rice",2003,"Kharif","Punjab",2614000,451.7,258733720,627360,3.678235294
"Wheat",2003,"Rabi","Punjab",3444000,451.7,340887120,826560,4.166470588
"Potato",2003,"Whole Year","Uttar Pradesh",441796,1075.6,43728968.08,106031.04,19.60414286
"Rice",2003,"Kharif","Uttar Pradesh",5719933,1075.6,566158968.3,1372783.92,2.066285714
"Rice",2003,"Summer","Uttar Pradesh",7839,1075.6,775904.22,1881.36,2.1595
"Wheat",2003,"Rabi","Uttar Pradesh",9443104,1075.6,934678433.9,2266344.96,2.767428571
"Potato",2003,"Whole Year","Uttarakhand",16054,1734.3,1589024.92,3852.96,15.82153846
"Rice",2003,"Kharif","Uttarakhand",271671,1734.3,26889995.58,65201.04,1.640769231
"Rice",2003,"Summer","Uttarakhand",5655,1734.3,559731.9,1357.2,3.66
"Wheat",2003,"Rabi","Uttarakhand",383387,1734.3,37947645.26,92012.88,1.525384615
"Ginger",2004,"Whole Year","Andhra Pradesh",1873,781.8,202920.82,393.33,5.2775
"Potato",2004,"Whole Year","Andhra Pradesh",4037,781.8,437368.58,847.77,7.64
"Rice",2004,"Kharif","Andhra Pradesh",2215067,781.8,239980358.8,465164.07,2.720454545
"Rice",2004,"Rabi","Andhra Pradesh",871135,781.8,94378765.9,182938.35,2.83
"Wheat",2004,"Rabi","Andhra Pradesh",9174,781.8,993911.16,1926.54,0.387272727
"Potato",2004,"Whole Year","Assam",73104,2536.9,7920087.36,15351.84,7.482608696
"Rice",2004,"Autumn","Assam",436244,2536.9,47262674.96,91611.24,0.802173913
"Rice",2004,"Summer","Assam",311437,2536.9,33741084.58,65401.77,1.764347826
"Rice",2004,"Winter","Assam",1636050,2536.9,177249657,343570.5,1.551304348
"Wheat",2004,"Rabi","Assam",63854,2536.9,6917942.36,13409.34,1.056956522
"Ginger",2004,"Kharif","Bihar",365,1147.8,39544.1,76.65,1.450833333
"Ginger",2004,"Whole Year","Bihar",394,1147.8,42685.96,82.74,1.486153846
"Potato",2004,"Whole Year","Bihar",138730,1147.8,15030008.2,29133.3,8.02
"Rice",2004,"Autumn","Bihar",534477,1147.8,57905238.18,112240.17,0.788148148
"Rice",2004,"Summer","Bihar",116220,1147.8,12591274.8,24406.2,1.437407407
"Rice",2004,"Winter","Bihar",2489419,1147.8,269703654.5,522777.99,0.647105263
"Wheat",2004,"Rabi","Bihar",2027643,1147.8,219674842.6,425805.03,1.569473684
"Ginger",2004,"Whole Year","Chhattisgarh",1330,1122.8,144092.2,279.3,1.12375
"Potato",2004,"Whole Year","Chhattisgarh",10638,1122.8,1152520.92,2233.98,5.89625
"Rice",2004,"Kharif","Chhattisgarh",3843825,1122.8,416440000.5,807203.25,1.160625
"Wheat",2004,"Rabi","Chhattisgarh",99245,1122.8,10752203.3,20841.45,0.963125
"Rice",2004,"Kharif","Delhi",8431,651.9,913414.54,1770.51,3.35
"Wheat",2004,"Rabi","Delhi",18695,651.9,2025416.3,3925.95,4.32
"Potato",2004,"Whole Year","Gujarat",39300,719.8,4257762,8253,26.09666667
"Rice",2004,"Kharif","Gujarat",665600,719.8,72111104,139776,1.730666667
"Rice",2004,"Summer","Gujarat",13800,719.8,1495092,2898,2.68625
"Wheat",2004,"Rabi","Gujarat",727400,719.8,78806516,152754,2.6312
"Potato",2004,"Whole Year","Haryana",10832,484.6,1173538.88,2274.72,23.1075
"Rice",2004,"Kharif","Haryana",1024236,484.6,110965728.2,215089.56,2.832777778
"Wheat",2004,"Rabi","Haryana",2316674,484.6,250988461.2,486501.54,3.774736842
"Ginger",2004,"Kharif","Madhya Pradesh",5216,895.7,565101.44,1095.36,1.092564103
"Potato",2004,"Whole Year","Madhya Pradesh",47570,895.7,5153733.8,9989.7,14.71425532
"Rice",2004,"Kharif","Madhya Pradesh",1675513,895.7,181525078.4,351857.73,0.803541667
"Wheat",2004,"Rabi","Madhya Pradesh",4188248,895.7,453754788.3,879532.08,1.7075
"Rice",2004,"Kharif","Maharashtra",1488200,1052,161231588,312522,1.022903226
"Rice",2004,"Summer","Maharashtra",20500,1052,2220970,4305,2.463
"Wheat",2004,"Rabi","Maharashtra",755700,1052,81872538,158697,1.199666667
"Potato",2004,"Whole Year","Nagaland",13750,1711.5,1489675,2887.5,6.58125
"Rice",2004,"Kharif","Nagaland",153000,1711.5,16576020,32130,1.65625
"Rice",2004,"Rabi","Nagaland",1000,1711.5,108340,210,1.99
"Wheat",2004,"Rabi","Nagaland",8200,1711.5,888388,1722,1.49125
"Rice",2004,"Kharif","Punjab",2800000,366.4,303352000,588000,3.788823529
"Wheat",2004,"Rabi","Punjab",3482000,366.4,377239880,731220,4.178823529
"Rice",2004,"Kharif","Tripura",256076,2706.3,27743273.84,53775.96,2.24
"Wheat",2004,"Rabi","Tripura",944,2706.3,102272.96,198.24,2.0525
"Potato",2004,"Whole Year","Uttarakhand",14104,1219.6,1528027.36,2961.84,13.04461538
"Rice",2004,"Kharif","Uttarakhand",281464,1219.6,30493809.76,59107.44,1.592307692
"Rice",2004,"Summer","Uttarakhand",7511,1219.6,813741.74,1577.31,2.975
"Wheat",2004,"Rabi","Uttarakhand",387103,1219.6,41938739.02,81291.63,1.776923077
"Potato",2004,"Rabi","Jharkhand",8320.97,1149.2,901493.8898,1747.4037,7.845
"Potato",2004,"Winter","Jharkhand",10356.41,1149.2,1122013.459,2174.8461,7.2175
"Rice",2004,"Autumn","Jharkhand",153608.9,1149.2,16641988.23,32257.869,0.714
"Rice",2004,"Winter","Jharkhand",980642.41,1149.2,106242798.7,205934.9061,0.85
"Wheat",2004,"Rabi","Jharkhand",57905.58,1149.2,6273490.537,12160.1718,1.257727273
"Ginger",2004,"Kharif","West Bengal",9125,1612.9,988602.5,1916.25,1.765555556
"Potato",2004,"Whole Year","West Bengal",320552,1612.9,34728603.68,67315.92,21.12944444
"Rice",2004,"Autumn","West Bengal",320822,1612.9,34757855.48,67372.62,2.037222222
"Rice",2004,"Summer","West Bengal",1376387,1612.9,149117767.6,289041.27,2.857777778
"Rice",2004,"Winter","West Bengal",4086404,1612.9,442721009.4,858144.84,2.336111111
"Wheat",2004,"Rabi","West Bengal",400093,1612.9,43346075.62,84019.53,2.104444444
"Ginger",2005,"Whole Year","Bihar",824,907.8,98814.08,173.04,1.53
"Potato",2005,"Whole Year","Bihar",140539,907.8,16853436.88,29513.19,8.786842105
"Rice",2005,"Autumn","Bihar",533233,907.8,63945301.36,111978.93,0.962666667
"Rice",2005,"Summer","Bihar",113251,907.8,13581059.92,23782.71,1.304583333
"Rice",2005,"Winter","Bihar",2604752,907.8,312361859.8,546997.92,1.035263158
"Wheat",2005,"Rabi","Bihar",2001771,907.8,240052378.3,420371.91,1.349736842
"Ginger",2005,"Whole Year","Chhattisgarh",1727,1292.7,207101.84,362.67,1.026875
"Potato",2005,"Whole Year","Chhattisgarh",10614,1292.7,1272830.88,2228.94,4.965
"Rice",2005,"Kharif","Chhattisgarh",3854352,1292.7,462213891.8,809413.92,1.30375
"Wheat",2005,"Rabi","Chhattisgarh",97074,1292.7,11641114.08,20385.54,1.0125
"Potato",2005,"Whole Year","Delhi",53,653.1,6355.76,11.13,15.87
"Rice",2005,"Kharif","Delhi",7506,653.1,900119.52,1576.26,2.81
"Wheat",2005,"Rabi","Delhi",18279,653.1,2192017.68,3838.59,4.34
"Potato",2005,"Whole Year","Gujarat",44600,942.4,5348432,9366,26.46181818
"Rice",2005,"Kharif","Gujarat",648300,942.4,77744136,136143,1.843125
"Rice",2005,"Summer","Gujarat",24600,942.4,2950032,5166,3.054444444
"Wheat",2005,"Rabi","Gujarat",858800,942.4,102987296,180348,2.5792
"Potato",2005,"Whole Year","Haryana",12597,516.9,1510632.24,2645.37,21.80066667
"Rice",2005,"Kharif","Haryana",1046588,516.9,125506833,219783.48,2.940526316
"Wheat",2005,"Rabi","Haryana",2302682,516.9,276137625.4,483563.22,3.6065
"Ginger",2005,"Kharif","Himachal Pradesh",2179,1248.1,261305.68,457.59,7.377777778
"Potato",2005,"Whole Year","Himachal Pradesh",14012,1248.1,1680319.04,2942.52,6.635833333
"Rice",2005,"Kharif","Himachal Pradesh",79366,1248.1,9517570.72,16666.86,1.396363636
"Wheat",2005,"Rabi","Himachal Pradesh",358453,1248.1,42985683.76,75275.13,1.075833333
"Potato",2005,"Whole Year","Madhya Pradesh",45967,1032.7,5512362.64,9653.07,12.90382979
"Rice",2005,"Kharif","Madhya Pradesh",1700446,1032.7,203917484.3,357093.66,0.881041667
"Wheat",2005,"Rabi","Madhya Pradesh",3772615,1032.7,452411990.8,792249.15,1.647083333
"Rice",2005,"Kharif","Maharashtra",1473700,1387.2,176726104,309477,1.215666667
"Rice",2005,"Summer","Maharashtra",38800,1387.2,4652896,8148,2.007
"Wheat",2005,"Rabi","Maharashtra",932800,1387.2,111861376,195888,1.329333333
"Potato",2005,"Whole Year","Mizoram",953,2075.4,114283.76,200.13,5.05125
"Rice",2005,"Whole Year","Mizoram",56460,2075.4,6770683.2,11856.6,1.9425
"Rice",2005,"Kharif","Nagaland",155500,1568.6,18647560,32655,1.6425
"Rice",2005,"Rabi","Nagaland",900,1568.6,107928,189,2.06
